0.0,84.506676
1.0,85.374245
2.0,86.851967
3.0,85.955795
4.0,84.725952
5.0,85.717453
6.0,86.84243000000001
7.0,85.612587
8.0,84.344604
9.0,86.079735
10.0,87.423988
11.0,84.611542
12.0,85.574448
13.0,86.89009899999999
14.0,88.815903
15.0,89.769272
16.0,88.6157
17.0,89.550003
18.0,90.989586
19.0,89.721603
20.0,88.520363
21.0,86.604088
22.0,88.434555
23.0,89.502335
24.0,87.614662
25.0,88.863571
26.0,87.080772
27.0,86.184608
28.0,87.43351700000001
29.0,88.94937900000001
30.0,87.938805
31.0,89.988548
32.0,88.41548900000001
33.0,86.909164
34.0,88.053207
35.0,89.054245
36.0,90.522438
37.0,89.292587
38.0,90.398499
39.0,88.682434
40.0,90.179222
41.0,91.27559699999999
42.0,92.305237
43.0,91.294662
44.0,89.406998
45.0,87.54791999999999
46.0,86.33714300000001
47.0,88.386887
48.0,89.874146
49.0,90.817978
50.0,91.895287
51.0,90.28409599999999
52.0,89.035179
53.0,88.091347
54.0,89.168655
55.0,87.385849
56.0,85.60305
57.0,87.18564599999999
58.0,85.583984
59.0,83.80117800000001
60.0,81.665634
61.0,85.860458
62.0,88.587097
63.0,86.909164
64.0,89.216324
65.0,90.28409599999999
66.0,89.330727
67.0,90.732178
68.0,92.200363
69.0,93.64949
70.0,95.30835
71.0,94.145241
72.0,92.953529
73.0,91.40907299999999
74.0,93.106071
75.0,95.937576
76.0,97.224625
77.0,96.023376
78.0,93.73513
79.0,95.90880600000001
80.0,94.316681
81.0,92.581551
82.0,93.63979300000001
83.0,94.621758
84.0,97.72020699999999
85.0,96.194817
86.0,95.165176
87.0,93.20124100000001
88.0,95.117508
89.0,96.547562
90.0,97.567665
91.0,98.673576
92.0,99.741348
93.0,97.987144
94.0,99.703209
95.0,98.24455999999999
96.0,97.11958299999999
97.0,98.33036
98.0,96.452225
99.0,97.682068
100.0,96.452225
101.0,97.987144
102.0,98.99771899999999
103.0,100.48496999999999
104.0,99.43626400000001
105.0,97.176788
106.0,98.158752
107.0,100.017822
108.0,98.425697
109.0,99.617409
110.0,98.463829
111.0,96.957512
112.0,98.20642099999999
113.0,96.995644
114.0,99.56974
115.0,101.47647099999999
116.0,99.951088
117.0,98.88331600000001
118.0,99.884354
119.0,98.616371
120.0,100.60891
121.0,99.24559
122.0,97.10051700000001
123.0,98.930984
124.0,100.61844599999999
125.0,99.455338
126.0,97.977615
127.0,96.900307
128.0,99.34092700000001
129.0,100.61844599999999
130.0,102.296371
131.0,100.456367
132.0,97.85367600000001
133.0,94.269012
134.0,90.83689100000001
135.0,89.54984300000001
136.0,93.267975
137.0,95.23191800000001
138.0,91.485336
139.0,93.439751
140.0,92.0858
141.0,95.155647
142.0,96.25219
143.0,93.46818499999999
144.0,91.561447
145.0,90.179062
146.0,89.254295
147.0,87.318962
148.0,88.205597
149.0,90.274399
150.0,92.038292
151.0,93.792496
152.0,94.85073100000001
153.0,96.357056
154.0,95.16534399999999
155.0,93.678093
156.0,92.505447
157.0,93.697159
158.0,97.79647800000001
159.0,99.322037
160.0,97.920586
161.0,96.366592
162.0,98.158928
163.0,99.207634
164.0,100.704422
165.0,98.359131
166.0,99.674782
167.0,97.872917
168.0,93.649323
169.0,99.2267
170.0,97.539238
171.0,99.30279499999999
172.0,100.427948
