Date,Close
0.0,132.050003
1.0,130.169998
2.0,137.91000400000001
3.0,139.669998
4.0,136.949997
5.0,141.850006
6.0,135.699997
7.0,139.699997
8.0,137.649994
9.0,135.16000400000001
10.0,132.050003
11.0,128.399994
12.0,132.779999
13.0,135.399994
14.0,133.309998
15.0,135.0
16.0,136.949997
17.0,134.820007
18.0,132.800003
19.0,130.0
20.0,124.639999
21.0,128.600006
22.0,130.520004
23.0,133.25
24.0,137.699997
25.0,140.100006
26.0,138.399994
27.0,141.190002
28.0,143.550003
29.0,139.899994
30.0,141.5
31.0,139.520004
32.0,144.0
33.0,141.759995
34.0,137.179993
35.0,138.850006
36.0,136.0
37.0,137.619995
38.0,135.050003
39.0,136.419998
40.0,134.130005
41.0,132.070007
42.0,134.100006
43.0,132.600006
44.0,128.5
45.0,126.879997
46.0,129.970001
47.0,127.599998
48.0,129.350006
49.0,131.110001
50.0,132.46000700000002
51.0,130.350006
52.0,134.25
53.0,136.490005
54.0,138.0
55.0,145.050003
56.0,143.350006
57.0,140.550003
58.0,137.399994
59.0,132.649994
60.0,134.850006
61.0,132.429993
62.0,130.550003
63.0,126.849998
64.0,130.649994
65.0,133.149994
66.0,134.520004
67.0,136.0
68.0,140.0
69.0,136.0
70.0,137.649994
71.0,142.25
72.0,147.75
73.0,149.899994
74.0,148.050003
75.0,145.899994
76.0,148.389999
77.0,145.75
78.0,141.550003
79.0,140.050003
80.0,136.5
81.0,142.5
82.0,140.320007
83.0,138.75
84.0,136.389999
85.0,134.949997
86.0,131.179993
87.0,135.800003
88.0,137.550003
89.0,142.100006
90.0,140.5
91.0,142.5
92.0,145.5
93.0,143.75
94.0,148.33999599999999
95.0,146.25
96.0,141.050003
97.0,137.309998
98.0,142.300003
99.0,144.0
100.0,142.100006
101.0,144.199997
102.0,146.33999599999999
103.0,148.03999299999998
104.0,150.649994
105.0,154.0
106.0,155.850006
107.0,153.050003
108.0,154.669998
109.0,152.199997
110.0,148.449997
111.0,143.25
112.0,148.75
113.0,146.550003
114.0,144.190002
115.0,145.83999599999999
116.0,143.399994
117.0,148.350006
118.0,145.850006
119.0,151.800003
120.0,146.850006
121.0,143.699997
122.0,139.91000400000001
123.0,144.75
124.0,139.479996
125.0,144.220001
126.0,150.5
127.0,148.600006
128.0,142.440002
129.0,140.699997
130.0,136.5
131.0,149.300003
132.0,144.550003
133.0,148.03999299999998
134.0,139.550003
135.0,136.850006
136.0,132.809998
137.0,129.600006
138.0,132.75
139.0,135.25
140.0,131.059998
141.0,133.5
142.0,129.78999299999998
143.0,136.259995
144.0,134.330002
145.0,132.0
146.0,126.760002
147.0,129.399994
148.0,126.389999
149.0,127.959999
150.0,129.33999599999999
151.0,127.010002
152.0,125.639999
153.0,124.0
154.0,128.779999
155.0,127.459999
156.0,132.0
157.0,135.149994
158.0,130.770004
159.0,129.399994
160.0,131.899994
161.0,135.0
162.0,133.5
163.0,131.229996
164.0,132.740005
165.0,127.349998
166.0,123.949997
167.0,121.75
168.0,123.949997
169.0,128.100006
170.0,124.25
171.0,126.800003
172.0,125.5
173.0,121.0
174.0,119.629997
175.0,116.449997
176.0,111.75
177.0,108.0
178.0,109.949997
179.0,113.25
180.0,111.220001
181.0,107.589996
182.0,110.349998
183.0,107.559998
184.0,106.0
185.0,104.800003
186.0,106.33000200000001
187.0,109.099998
188.0,106.199997
189.0,107.949997
190.0,106.5
191.0,108.25
192.0,107.0
193.0,110.75
194.0,113.0
195.0,111.300003
196.0,115.699997
197.0,117.349998
198.0,114.900002
199.0,116.75
200.0,119.900002
201.0,118.0
202.0,124.650002
203.0,122.790001
204.0,117.5
205.0,114.410004
206.0,112.900002
207.0,111.300003
208.0,114.550003
209.0,108.220001
210.0,106.949997
211.0,108.389999
212.0,99.949997
213.0,96.0
214.0,97.68
215.0,96.599998
216.0,95.0
217.0,97.0
218.0,102.639999
219.0,100.099998
220.0,103.699997
221.0,100.050003
222.0,96.550003
223.0,99.949997
224.0,96.099998
225.0,98.949997
226.0,102.599998
227.0,104.360001
228.0,99.0
229.0,96.900002
230.0,99.809998
231.0,97.5
232.0,98.75
233.0,97.400002
234.0,101.400002
235.0,103.5
236.0,102.349998
237.0,100.349998
238.0,103.800003
239.0,106.699997
240.0,108.949997
241.0,110.599998
242.0,108.660004
243.0,106.75
244.0,105.120003
245.0,108.5
246.0,106.150002
247.0,104.099998
248.0,101.410004
249.0,100.260002
250.0,97.5
251.0,99.709999
252.0,101.099998
253.0,99.989998
254.0,101.019997
255.0,99.93
256.0,98.290001
257.0,99.550003
258.0,98.040001
259.0,100.370003
260.0,99.010002
261.0,100.410004
262.0,97.300003
263.0,102.0
264.0,100.989998
265.0,102.32
266.0,100.57
267.0,98.099998
268.0,96.790001
269.0,95.0
270.0,92.839996
271.0,94.0
272.0,91.730003
273.0,92.660004
274.0,95.0
275.0,97.75
276.0,99.389999
277.0,100.400002
278.0,103.480003
279.0,100.949997
280.0,102.43
281.0,104.5
282.0,106.779999
283.0,108.650002
284.0,113.040001
285.0,110.980003
286.0,108.739998
287.0,112.050003
288.0,113.650002
289.0,115.599998
290.0,113.529999
291.0,111.400002
292.0,109.889999
293.0,111.860001
294.0,113.220001
295.0,115.239998
296.0,113.25
297.0,111.5
298.0,117.510002
299.0,121.510002
300.0,123.08000200000001
301.0,127.650002
302.0,126.199997
303.0,131.029999
304.0,128.0
305.0,131.199997
306.0,129.0
307.0,133.0
308.0,137.5
309.0,133.100006
310.0,131.75
311.0,136.429993
312.0,133.399994
313.0,138.0
314.0,134.649994
315.0,137.149994
316.0,133.309998
317.0,127.800003
318.0,126.0
319.0,127.440002
320.0,130.949997
321.0,126.889999
322.0,125.5
323.0,126.900002
324.0,124.0
325.0,126.25
326.0,129.899994
327.0,132.259995
328.0,130.149994
329.0,137.5
330.0,133.199997
331.0,138.399994
332.0,135.820007
333.0,130.479996
334.0,133.300003
335.0,127.449997
336.0,124.199997
337.0,121.900002
338.0,125.279999
339.0,127.610001
340.0,123.839996
341.0,131.490005
342.0,128.470001
343.0,127.16999799999999
344.0,125.18
345.0,126.58000200000001
346.0,128.199997
347.0,132.600006
348.0,129.0
349.0,132.580002
350.0,128.149994
351.0,119.120003
352.0,122.879997
353.0,121.040001
354.0,117.25
355.0,119.0
356.0,122.459999
357.0,120.75
358.0,118.349998
359.0,115.910004
360.0,118.949997
361.0,114.150002
362.0,113.0
363.0,110.860001
364.0,112.32
365.0,115.269997
366.0,122.5
367.0,118.5
368.0,122.75
369.0,125.5
370.0,120.139999
371.0,117.800003
372.0,120.220001
373.0,118.66999799999999
374.0,122.629997
375.0,121.400002
376.0,123.449997
377.0,121.839996
378.0,118.43
379.0,115.599998
380.0,120.339996
381.0,119.120003
382.0,123.07
383.0,121.349998
384.0,117.75
385.0,116.040001
386.0,114.5
387.0,117.66999799999999
388.0,116.0
389.0,112.5
390.0,120.0
391.0,112.75
392.0,110.0
393.0,111.449997
394.0,109.75
395.0,107.629997
396.0,113.360001
397.0,108.0
398.0,110.0
399.0,105.25
400.0,107.25
401.0,109.0
402.0,110.5
403.0,112.110001
404.0,113.370003
405.0,107.639999
406.0,111.5
407.0,112.83000200000001
408.0,107.0
409.0,95.0
410.0,91.959999
411.0,87.900002
412.0,90.650002
413.0,93.0
414.0,95.790001
415.0,94.800003
416.0,95.959999
417.0,94.660004
418.0,93.349998
419.0,91.720001
420.0,86.949997
421.0,84.599998
422.0,81.940002
423.0,84.25
424.0,85.449997
425.0,89.75
426.0,88.660004
427.0,90.300003
428.0,88.739998
429.0,86.5
430.0,88.050003
431.0,86.199997
432.0,92.0
433.0,87.32
434.0,91.089996
435.0,89.300003
436.0,90.230003
437.0,88.650002
438.0,80.860001
439.0,77.190002
440.0,75.0
441.0,76.940002
442.0,78.199997
443.0,81.400002
444.0,79.300003
445.0,82.449997
446.0,84.650002
447.0,80.68
448.0,77.800003
449.0,76.33000200000001
