0.0,23.0
1.0,24.41
2.0,25.190001000000002
3.0,25.469998999999998
4.0,25.790001
5.0,24.84
6.0,24.5
7.0,24.15
8.0,24.549999
9.0,25.41
10.0,24.84
11.0,24.58
12.0,24.92
13.0,24.629998999999998
14.0,24.219998999999998
15.0,24.58
16.0,24.83
17.0,24.549999
18.0,24.200001
19.0,24.459999
20.0,24.85
21.0,24.52
22.0,24.780001000000002
23.0,25.17
24.0,25.809998999999998
25.0,26.110001
26.0,26.530001000000002
27.0,26.85
28.0,27.34
29.0,27.01
30.0,27.469998999999998
31.0,28.15
32.0,28.77
33.0,29.110001
34.0,28.66
35.0,29.01
36.0,29.51
37.0,29.0
38.0,28.629998999999998
39.0,29.75
40.0,30.110001
41.0,30.5
42.0,30.0
43.0,29.48
44.0,28.85
45.0,29.200001
46.0,29.98
47.0,29.530001000000002
48.0,29.15
49.0,28.52
50.0,28.99
51.0,30.969998999999998
52.0,31.33
53.0,30.860001
54.0,31.25
55.0,32.0
56.0,32.400002
57.0,33.110001000000004
58.0,33.549999
59.0,32.799999
60.0,31.92
61.0,32.59
62.0,31.950001
63.0,31.200001
64.0,31.98
65.0,31.1
66.0,31.549999
67.0,31.889999
68.0,32.23
69.0,31.780001000000002
70.0,30.92
71.0,30.610001
72.0,30.059998999999998
73.0,30.41
74.0,29.84
75.0,30.59
76.0,30.9
77.0,31.52
78.0,31.940001000000002
79.0,32.650002
80.0,33.200001
81.0,32.77
82.0,31.809998999999998
83.0,32.650002
84.0,32.119999
85.0,32.459998999999996
86.0,33.18
87.0,32.75
88.0,33.299999
89.0,32.970001
90.0,32.5
91.0,32.919998
92.0,32.23
93.0,32.93
94.0,33.32
95.0,32.5
96.0,32.009997999999996
97.0,32.599998
98.0,33.07
99.0,33.77
100.0,34.139998999999996
101.0,35.080002
102.0,35.990002000000004
103.0,35.610001000000004
104.0,34.68
105.0,34.23
106.0,34.599998
107.0,34.130001
108.0,34.619999
109.0,35.16
110.0,34.360001000000004
111.0,33.720001
112.0,33.150002
113.0,32.669998
114.0,32.330002
115.0,32.950001
116.0,31.709999
117.0,32.189999
118.0,31.6
119.0,32.279999
120.0,31.33
121.0,30.879998999999998
122.0,30.559998999999998
123.0,30.870001000000002
124.0,31.299999
125.0,31.82
126.0,33.310001
127.0,32.799999
128.0,32.130001
129.0,31.530001000000002
130.0,30.15
131.0,31.34
132.0,32.34
133.0,31.83
134.0,31.4
135.0,31.73
136.0,30.92
137.0,31.33
138.0,32.439999
139.0,32.080002
140.0,32.610001000000004
141.0,33.98
142.0,32.52
143.0,31.08
144.0,30.52
145.0,31.59
146.0,32.41
147.0,31.84
148.0,31.09
149.0,32.029999
150.0,31.35
151.0,30.610001
152.0,31.049999
153.0,29.969998999999998
154.0,30.530001000000002
155.0,30.01
156.0,29.51
157.0,30.209999
158.0,30.6
159.0,30.17
160.0,30.690001000000002
161.0,29.940001000000002
162.0,29.120001000000002
163.0,28.700001
164.0,27.57
165.0,28.18
166.0,27.639999
167.0,28.030001000000002
168.0,27.620001000000002
169.0,29.059998999999998
170.0,28.48
171.0,27.99
172.0,28.42
173.0,27.01
174.0,26.34
175.0,25.23
176.0,24.48
177.0,25.08
178.0,24.5
179.0,25.370001000000002
180.0,26.139999
181.0,26.620001000000002
182.0,27.709999
183.0,26.950001
184.0,27.530001000000002
185.0,28.25
186.0,28.559998999999998
187.0,27.700001
188.0,28.82
189.0,28.450001
190.0,27.68
191.0,28.1
192.0,28.459999
193.0,28.790001
194.0,28.42
195.0,29.33
196.0,28.969998999999998
197.0,28.610001
198.0,27.969998999999998
199.0,28.92
200.0,29.82
201.0,30.67
202.0,31.16
203.0,30.57
204.0,31.33
205.0,30.24
206.0,29.83
207.0,30.559998999999998
208.0,29.93
209.0,29.42
210.0,29.040001
211.0,30.110001
212.0,30.66
213.0,31.16
214.0,30.719998999999998
215.0,31.610001
216.0,31.950001
217.0,31.41
218.0,30.799999
219.0,30.440001000000002
220.0,26.450001
221.0,26.0
222.0,25.549999
223.0,25.85
224.0,25.5
225.0,26.0
226.0,24.639999
227.0,23.360001
228.0,23.93
229.0,24.83
230.0,25.280001000000002
231.0,26.02
232.0,27.309998999999998
233.0,27.67
234.0,28.120001000000002
235.0,27.35
236.0,27.870001000000002
237.0,28.219998999999998
238.0,27.879998999999998
239.0,27.299999
240.0,27.01
241.0,27.299999
242.0,27.83
243.0,27.34
244.0,26.93
245.0,27.41
246.0,26.719998999999998
247.0,27.049999
248.0,27.48
249.0,27.809998999999998
250.0,27.370001000000002
251.0,28.0
252.0,27.58
253.0,27.940001000000002
254.0,26.99
255.0,26.67
256.0,26.370001000000002
257.0,26.700001
258.0,26.42
259.0,27.0
260.0,28.23
261.0,28.790001
262.0,29.1
263.0,28.59
264.0,28.129998999999998
265.0,29.110001
266.0,28.700001
267.0,30.219998999999998
268.0,31.610001
269.0,32.48
270.0,33.720001
271.0,33.34
272.0,32.610001000000004
273.0,33.43
274.0,33.970001
275.0,34.959998999999996
276.0,33.900002
277.0,34.560001
278.0,35.07
279.0,34.490002000000004
280.0,35.110001000000004
281.0,35.66
282.0,36.18
283.0,36.650002
284.0,35.939999
285.0,36.93
286.0,36.240002000000004
287.0,37.060001
288.0,37.93
289.0,36.91
290.0,36.360001000000004
291.0,35.509997999999996
292.0,35.900002
293.0,36.689999
294.0,35.82
295.0,35.34
296.0,36.509997999999996
297.0,36.049999
298.0,36.490002000000004
299.0,37.32
300.0,36.849998
301.0,36.48
302.0,36.939999
303.0,36.240002000000004
304.0,36.889998999999996
305.0,35.970001
306.0,35.580002
307.0,36.009997999999996
308.0,35.119999
309.0,34.200001
310.0,33.02
