Date,Open,High,Low,Adj. Close,Volume
9-May-18,332.93,340.22,332.03,337.84,"4,347,023"
8-May-18,333.2,335.33,330.1,331.83,"4,014,096"
7-May-18,328.75,336.35,328.73,333.85,"4,192,224"
4-May-18,321.7,329.4,321.7,327.96,"3,655,069"
3-May-18,316.73,326.2,312.96,324.3,"6,383,211"
2-May-18,323.13,324.32,317.72,317.92,"3,436,125"
1-May-18,326.07,327.45,317.91,323.17,"4,313,094"
30-Apr-18,334.57,335.96,326.95,327.11,"3,721,638"
27-Apr-18,334.65,336.29,331.24,334.29,"3,390,364"
26-Apr-18,337.36,338.97,331.79,336.16,"5,273,622"
25-Apr-18,331.58,338.24,324.13,336.23,"11,023,624"
24-Apr-18,336.54,340.95,317.03,322.7,"7,051,820"
23-Apr-18,332.99,334.66,329.5,332.29,"2,765,647"
20-Apr-18,334.14,334.8,328.57,332.12,"3,038,031"
19-Apr-18,333.61,335.79,330.97,334.05,"3,006,774"
18-Apr-18,331.79,335.78,330.66,334.41,"3,117,476"
17-Apr-18,328.26,333.17,327.2,330.21,"3,381,788"
16-Apr-18,325.91,326.78,321.29,325.36,"3,901,401"
13-Apr-18,332.44,333.1,320.29,322.91,"4,733,463"
12-Apr-18,325.56,331.81,324.07,330.96,"4,325,027"
11-Apr-18,325.19,331.04,320,321.03,"4,573,530"
10-Apr-18,324.94,330.18,323.18,328.36,"5,618,139"
9-Apr-18,325.83,328.41,315.82,316.25,"4,931,728"
6-Apr-18,324.22,328.12,315.98,319.81,"5,713,613"
5-Apr-18,324.2,332.41,323.87,329.9,"6,219,981"
4-Apr-18,306.26,321.47,305.85,321.11,"8,235,741"
3-Apr-18,318.48,324.7,316.84,324.42,"4,783,125"
2-Apr-18,318.91,323.56,311.04,316.21,"5,024,944"
29-Mar-18,317.13,324.09,315.77,321.54,"3,652,078"
28-Mar-18,315.63,316.99,305.15,313.83,"5,634,676"
27-Mar-18,325.1,328.41,312.83,314.91,"5,355,543"
26-Mar-18,324.09,325.52,317.33,322.61,"5,392,886"
23-Mar-18,313.96,324.74,312.17,314.79,"7,237,471"
22-Mar-18,323.73,326.25,312.84,313.43,"7,282,165"
21-Mar-18,330.55,335.3,328.69,330.58,"4,056,304"
20-Mar-18,325.42,333.13,324.6,331.1,"6,500,507"
19-Mar-18,321.12,326.89,320.46,325.35,"6,328,878"
16-Mar-18,323.44,324.43,319.33,324.08,"9,328,976"
15-Mar-18,325.88,326.48,316.67,323.6,"8,766,002"
14-Mar-18,333.22,333.94,316.07,323.87,"13,057,904"
13-Mar-18,338.64,341.15,331.08,332.12,"5,443,789"
12-Mar-18,348.33,348.36,336.62,337.54,"6,088,821"
9-Mar-18,345.83,348.03,343.46,347.67,"3,538,348"
8-Mar-18,342.75,345.68,337.3,341.99,"4,319,915"
7-Mar-18,334.92,341.67,332.94,340.33,"4,575,690"
6-Mar-18,347.39,348.34,339.33,342.17,"4,888,282"
5-Mar-18,331.47,347.91,330.1,345.93,"8,140,161"
2-Mar-18,335.21,339.4,328.82,338.01,"10,021,332"
1-Mar-18,355.32,355.73,339.7,342.93,"8,977,971"
28-Feb-18,359.71,364.42,355.21,355.21,"5,472,898"
27-Feb-18,357.55,362.74,356.28,357.59,"4,774,134"
26-Feb-18,352.55,357.01,351.29,356.45,"4,148,132"
23-Feb-18,351.25,351.83,346.24,349.76,"3,355,378"
22-Feb-18,347.79,351.15,345.82,349.04,"3,414,299"
21-Feb-18,345.74,353.83,344.95,345.56,"5,258,555"
20-Feb-18,345.19,350.87,344.61,346.52,"4,303,395"
16-Feb-18,349.7,352.55,346.68,348.18,"5,211,615"
15-Feb-18,341.73,349.66,341.32,349.57,"5,827,488"
14-Feb-18,334.74,340.71,334.57,338.18,"4,340,180"
13-Feb-18,333.87,341.15,333.71,336.53,"4,030,233"
12-Feb-18,330.06,341.03,328.65,337.15,"6,885,010"
9-Feb-18,327.1,331.28,313.08,326.4,"8,832,974"
8-Feb-18,341.27,342.25,323.03,323.29,"8,295,905"
8-Feb-18,1.71 Dividend,,,,
7-Feb-18,332.3,345.05,331.66,339.71,"7,946,670"
6-Feb-18,312.27,333.42,309.98,332.68,"11,935,140"
5-Feb-18,334.39,341.55,309.72,320.94,"10,511,290"
2-Feb-18,345.45,346.62,340.28,340.48,"5,486,074"
1-Feb-18,344.43,352.72,343.54,348.32,"6,067,581"
31-Jan-18,351.79,352.25,343.13,345.81,"11,409,626"
30-Jan-18,330.98,331.77,326.09,329.55,"4,983,055"
29-Jan-18,332.99,336.16,331.89,332.59,"3,324,878"
26-Jan-18,336.01,337.62,333.01,334.93,"5,236,260"
25-Jan-18,328.09,335.32,327.2,334.82,"4,747,478"
24-Jan-18,328.08,330.8,326.07,326.61,"4,205,351"
23-Jan-18,330.17,330.75,326.72,327.49,"4,537,784"
22-Jan-18,327.19,333.14,324.02,329.84,"6,792,870"
19-Jan-18,333.42,335.69,327.64,329.57,"7,264,401"
18-Jan-18,342.23,342.36,330.96,331.94,"9,458,634"
17-Jan-18,329.57,343.72,328.29,342.53,"9,699,917"
16-Jan-18,331.69,339.33,323.33,327.07,"12,305,475"
12-Jan-18,322.4,328.74,322.4,328.09,"6,559,284"
11-Jan-18,314.35,320.47,313.43,320.2,"4,635,344"
10-Jan-18,309.82,314.37,307.88,312.53,"4,479,288"
9-Jan-18,303.09,312.18,302.99,310.74,"5,641,298"
8-Jan-18,301.21,303.35,298.37,302.66,"4,124,862"
5-Jan-18,289.6,301.43,289.55,301.38,"6,177,731"
4-Jan-18,290.74,291.21,288.33,289.51,"4,171,720"
3-Jan-18,288.79,291.29,288.33,290.61,"3,211,195"
2-Jan-18,288.61,289.82,288.26,289.67,"2,978,918"
29-Dec-17,289.77,290.12,287.71,287.79,"1,824,591"
28-Dec-17,288.67,289.82,287.62,289.19,"1,436,751"
27-Dec-17,289.25,289.63,287.68,288.48,"1,447,837"
26-Dec-17,288.4,290.26,287.53,288.23,"1,394,737"
22-Dec-17,289.17,289.36,285.93,287.97,"2,257,350"
21-Dec-17,290.85,291.18,287.03,287.9,"5,398,275"
20-Dec-17,291.49,292.1,289.93,290.71,"2,533,689"
19-Dec-17,289.34,290.39,287.08,290.07,"2,728,367"
18-Dec-17,288.85,289.96,287.41,288.99,"2,901,644"
15-Dec-17,288.72,290.19,285.94,286.84,"6,933,490"
14-Dec-17,286.27,289.65,285.53,286.78,"3,913,444"
13-Dec-17,283.48,288.7,282.7,284.79,"5,003,328"
12-Dec-17,282.94,285.73,280.77,282.94,"5,517,550"
11-Dec-17,279.3,279.57,273.14,276.32,"4,065,242"
8-Dec-17,278.13,280.38,276.71,279,"4,440,528"
7-Dec-17,275.98,277.91,271.09,275.16,"4,264,354"
6-Dec-17,269.9,272.4,267.39,271.55,"2,538,083"
5-Dec-17,272.27,272.69,268.22,268.89,"2,806,075"
4-Dec-17,269.49,275.02,269.33,271.26,"5,523,013"
1-Dec-17,270.81,272,264.06,264.83,"4,592,483"
30-Nov-17,263.39,270.35,262.92,270.11,"4,820,313"
29-Nov-17,262.97,263.17,259.72,262.8,"3,029,095"
28-Nov-17,260.55,261.54,258.82,261.52,"2,262,052"
27-Nov-17,258.97,260.4,258.33,259.17,"1,772,196"
24-Nov-17,258.85,260.13,258.14,259.46,"788,957"
22-Nov-17,260.55,261.02,258.14,258.75,"1,471,390"
21-Nov-17,259.81,260.55,258.32,260.54,"2,267,052"
20-Nov-17,256.65,259.2,256.41,258.24,"2,447,398"
17-Nov-17,256.47,257.37,255.7,255.93,"1,724,790"
16-Nov-17,257.39,258.64,256.98,257.33,"2,710,174"
15-Nov-17,255.11,258.38,253.87,256.51,"2,510,533"
14-Nov-17,255.67,256.06,253.92,255.44,"2,358,169"
13-Nov-17,255.35,257,254.2,256.08,"2,604,867"
10-Nov-17,255.78,256.16,253.33,254.55,"1,740,621"
9-Nov-17,258.61,260.31,253.29,256.36,"3,215,865"
9-Nov-17,1.42 Dividend,,,,
8-Nov-17,258.32,259.76,257.5,257.77,"2,841,807"
7-Nov-17,256.31,259.43,256.31,258.31,"3,205,378"
6-Nov-17,254.91,258.03,254.82,256.31,"2,911,598"
3-Nov-17,254.71,256.04,252.44,254.06,"2,610,784"
2-Nov-17,250.72,255.51,250.42,254.92,"2,529,912"
1-Nov-17,250.7,251.79,248.71,250.91,"2,929,490"
31-Oct-17,251.72,252.3,249.91,250.4,"2,742,775"
30-Oct-17,247.95,252.76,247.83,251.64,"3,025,919"
27-Oct-17,250.68,251.88,248.29,248.93,"2,899,168"
26-Oct-17,252.09,253.76,249.75,251.66,"3,419,137"
25-Oct-17,257,258.19,247.03,250.83,"7,895,318"
24-Oct-17,255.51,259.36,255.51,258.19,"4,401,597"
23-Oct-17,257.34,258.17,254.44,254.62,"3,302,395"
20-Oct-17,252.71,257.05,251.82,256.97,"3,955,922"
19-Oct-17,251.37,251.49,248.51,251.43,"2,589,203"
18-Oct-17,250.88,253.07,249.12,252.4,"2,051,651"
17-Oct-17,248.96,251.44,248.73,251.02,"2,515,865"
16-Oct-17,253.82,254.31,252.06,252.12,"1,818,869"
13-Oct-17,255.18,256.04,253.08,253.08,"2,243,903"
12-Oct-17,253.29,255.26,252.36,254.22,"2,577,900"
11-Oct-17,253.8,253.97,251.41,253.76,"2,890,344"
10-Oct-17,252.11,253.39,249.65,253.27,"2,740,651"
9-Oct-17,251.39,251.39,249.56,250.8,"2,146,782"
6-Oct-17,250.42,251.3,249.51,250.99,"2,736,358"
5-Oct-17,247.78,251.38,247.3,251.29,"3,940,198"
4-Oct-17,248.6,249.58,246.61,248.25,"3,030,983"
3-Oct-17,248.47,250.68,247.21,247.96,"3,163,415"
2-Oct-17,247.17,248.47,246.08,248.47,"2,685,053"
29-Sep-17,246.39,247.76,245.17,246.74,"2,531,131"
28-Sep-17,246.65,248.29,243.79,246.8,"2,586,076"
27-Sep-17,247.77,251.17,246.51,247.78,"3,840,114"
26-Sep-17,247.12,248.95,246.09,246.25,"2,173,606"
25-Sep-17,249.42,249.42,244.11,246.85,"3,479,166"
22-Sep-17,248.78,251.68,248.61,248.92,"3,475,566"
21-Sep-17,248.61,249.44,246.95,248.52,"2,809,374"
20-Sep-17,245.82,249.15,244.84,247.96,"3,853,153"
19-Sep-17,245.65,247.68,244.24,245.05,"4,124,716"
18-Sep-17,242.63,246.33,241.6,245.65,"5,192,959"
15-Sep-17,240.1,242.61,238.98,241.69,"9,033,301"
14-Sep-17,235.86,238.4,235.38,238.03,"4,995,155"
13-Sep-17,232.95,236.33,230.13,234.82,"4,529,090"
12-Sep-17,233.52,234.61,231.93,233.51,"2,702,732"
11-Sep-17,232.47,234.75,232.28,233.52,"3,628,146"
8-Sep-17,228.83,232.36,228.3,231.77,"3,404,151"
7-Sep-17,227.86,229.59,227.41,229.37,"2,994,514"
6-Sep-17,230.55,230.87,227.46,227.73,"4,252,704"
5-Sep-17,233.24,233.3,229.29,230.04,"3,866,633"
1-Sep-17,232.62,235.41,232.15,233.27,"3,271,270"
31-Aug-17,233.92,234.02,231.41,232.62,"3,075,798"
30-Aug-17,233.91,234.35,231.98,233.4,"2,801,097"
29-Aug-17,230.24,234.09,229.15,233.43,"3,535,465"
28-Aug-17,229.28,230.58,227.72,230.21,"2,394,983"
25-Aug-17,231.98,232.07,228.68,228.96,"2,270,276"
24-Aug-17,231.51,231.88,229.65,231.73,"2,553,084"
23-Aug-17,232.33,232.33,230.22,231.1,"2,518,274"
22-Aug-17,229.22,232.84,229.18,232.71,"2,915,687"
21-Aug-17,228.85,229.98,227.47,228.76,"2,545,355"
18-Aug-17,228.1,230.29,227.68,228.85,"2,939,494"
17-Aug-17,230.41,230.62,228.34,228.67,"2,810,933"
16-Aug-17,232.66,233.2,230.44,230.61,"3,012,660"
15-Aug-17,230.24,232.6,229.08,232.15,"2,851,082"
14-Aug-17,229.08,230.51,228.8,230.19,"2,953,549"
11-Aug-17,225.92,228.49,224.16,227.98,"3,461,663"
10-Aug-17,227.16,229.22,225.1,226.04,"6,817,655"
9-Aug-17,231.02,231.69,227.22,227.43,"5,680,369"
9-Aug-17,1.42 Dividend,,,,
8-Aug-17,231.48,232.07,230.54,231.09,"4,871,451"
7-Aug-17,229.25,232.95,228.88,231.79,"3,674,677"
4-Aug-17,230.2,231.31,228.08,229.36,"5,590,535"
3-Aug-17,228.73,231.17,227.75,229.88,"5,112,697"
2-Aug-17,230.66,233.08,229.52,229.59,"5,119,876"
1-Aug-17,234.83,235.42,230.75,231.03,"5,018,396"
31-Jul-17,233.36,237.83,233.33,233.94,"5,777,271"
28-Jul-17,232.36,233.5,230.17,232.8,"4,602,406"
27-Jul-17,228.8,234.16,228.39,232.54,"10,860,578"
26-Jul-17,215.63,225.76,215.19,225.25,"14,139,955"
25-Jul-17,205.73,206.48,204.51,205,"2,889,035"
24-Jul-17,204.55,205.17,203.97,204.73,"2,392,741"
21-Jul-17,202.61,204.75,202.05,204.69,"2,098,402"
20-Jul-17,203.69,203.83,202.55,202.89,"2,235,082"
19-Jul-17,202.07,203.52,201.65,203.47,"2,258,363"
18-Jul-17,201.77,201.84,200.24,200.93,"1,943,144"
17-Jul-17,201.4,202.35,201.23,201.66,"2,415,956"
14-Jul-17,199.53,201.4,199.48,201.19,"3,229,034"
13-Jul-17,199.54,199.73,198.14,198.99,"1,943,575"
12-Jul-17,199.68,201.28,199.07,199.19,"2,817,350"
11-Jul-17,196.83,199.4,196.83,199.03,"2,815,790"
10-Jul-17,195.21,197.39,195.09,196.8,"2,701,928"
7-Jul-17,195.14,196.14,194.19,195.26,"3,090,441"
6-Jul-17,194.56,195.38,193.73,194.4,"2,737,400"
5-Jul-17,192.3,195.04,191.88,194.72,"2,716,674"
3-Jul-17,191.11,192.43,190.8,191.61,"1,511,163"
30-Jun-17,191.53,192.43,190.46,190.8,"2,225,564"
29-Jun-17,192.61,192.74,189.55,190.52,"2,428,873"
28-Jun-17,192.49,193.89,192.3,192.61,"2,096,774"
27-Jun-17,192.78,193.86,191.9,191.9,"2,296,887"
26-Jun-17,195.65,197.21,192.92,192.96,"3,077,632"
23-Jun-17,192.26,195.24,191.7,195.13,"4,310,050"
22-Jun-17,192.25,193.37,192.18,192.43,"3,339,255"
21-Jun-17,192.57,192.7,190.62,192.17,"3,151,125"
20-Jun-17,191.77,194.17,191.34,191.36,"3,077,408"
19-Jun-17,190.93,192.46,190.08,192.09,"2,726,416"
16-Jun-17,189.13,191,188.93,189.54,"6,939,081"
15-Jun-17,184.71,188.68,184.65,188.59,"2,894,081"
14-Jun-17,184.34,186.59,184.12,185.62,"2,210,039"
13-Jun-17,183.37,184.83,182.7,184.38,"1,882,684"
12-Jun-17,183.62,183.84,181.44,183.33,"2,730,111"
9-Jun-17,183.33,184.28,182.6,183.36,"3,344,896"
8-Jun-17,181.49,184.36,181.11,183.26,"2,340,325"
7-Jun-17,180.29,181.92,179.85,181.49,"2,383,954"
6-Jun-17,181.79,182.23,180.13,180.19,"2,724,995"
5-Jun-17,183.39,184.04,182.18,182.31,"2,522,113"
2-Jun-17,181.22,184.97,181.06,183.55,"3,034,272"
1-Jun-17,180.83,181.31,178.05,180.74,"2,870,243"
31-May-17,180.79,181.65,180.16,181.04,"5,186,677"
30-May-17,180.2,180.84,179.65,180.32,"2,231,571"
26-May-17,180.17,181.02,179.73,180.04,"1,735,778"
25-May-17,179.11,180.84,179.07,180.5,"2,363,329"
24-May-17,177.02,178.89,177.02,178.74,"2,425,330"
23-May-17,177.54,177.98,176.44,177.05,"2,123,758"
22-May-17,177.32,178.81,176.11,177.22,"2,946,750"
19-May-17,171.49,175.05,170.56,174.41,"4,038,909"
18-May-17,172.21,172.23,169.31,171.17,"3,118,075"
17-May-17,175.02,175.14,172.4,172.5,"2,535,741"
16-May-17,176.31,176.72,175.65,176.28,"2,156,147"
15-May-17,176.86,177.64,175.88,175.98,"3,364,967"
12-May-17,177.26,177.52,176.22,176.81,"3,479,223"
11-May-17,176.48,177.86,175.77,177.48,"2,883,815"
10-May-17,178.64,179.13,171.92,176.75,"7,060,056"
10-May-17,1.42 Dividend,,,,
9-May-17,178.21,179.26,178.15,178.97,"3,003,956"
8-May-17,177.51,178.48,177.15,178.12,"1,963,569"
5-May-17,175.38,177.21,175.38,177.16,"2,636,917"
4-May-17,175.55,176.43,174.45,175.3,"2,289,326"
3-May-17,175.66,175.95,174.51,175.6,"2,983,245"
2-May-17,174.79,176.1,174.78,175.65,"1,979,787"
1-May-17,176.41,176.65,174.08,174.65,"3,516,749"
28-Apr-17,175.63,177.08,175.25,176.98,"2,181,592"
27-Apr-17,174.84,175.96,174.84,175.44,"3,129,075"
26-Apr-17,174.57,175.23,172.46,174,"4,471,593"
25-Apr-17,174.78,176.04,174.78,175.72,"3,735,370"
24-Apr-17,174.03,174.71,173.9,174.33,"3,141,913"
21-Apr-17,171.8,173.25,171.8,172.72,"3,146,556"
20-Apr-17,171.15,172.19,170.77,171.69,"2,335,176"
19-Apr-17,170.89,172.26,170.6,170.83,"2,124,533"
18-Apr-17,171.01,172.33,169.6,170.3,"2,960,165"
17-Apr-17,168.37,171.48,168.19,171.42,"2,450,222"
13-Apr-17,168.28,169.37,168.11,168.16,"2,024,086"
12-Apr-17,170.68,170.68,168.47,168.58,"2,922,725"
11-Apr-17,169.96,171.02,169.45,170.99,"2,266,280"
10-Apr-17,171.4,172.33,169.95,170.02,"2,309,273"
