Date,Open,High,Low,Adj. Close,Volume
19-Oct-18,89.55,91.4,89.22,90.76,"2,299,769"
18-Oct-18,90.39,91.43,89.25,89.5,"2,089,194"
17-Oct-18,90.68,91.42,89.52,90.61,"2,393,128"
16-Oct-18,90.15,90.94,89.12,90.76,"1,851,373"
15-Oct-18,89.73,90.51,89.05,89.69,"2,461,639"
12-Oct-18,92.02,92.39,88.5,89.93,"3,555,334"
11-Oct-18,92.21,92.79,90.03,90.08,"2,957,780"
10-Oct-18,95.29,95.86,92.63,92.69,"2,803,931"
9-Oct-18,95.28,95.68,94.57,95.09,"2,081,575"
8-Oct-18,94.84,95.99,94.04,95.52,"2,694,311"
5-Oct-18,96.21,96.33,94.84,95.15,"1,986,353"
4-Oct-18,95.84,97.21,94.98,95.72,"2,829,729"
3-Oct-18,95.28,96.4,94.98,95.82,"2,660,583"
2-Oct-18,94.25,95.01,93.75,94.63,"1,987,006"
1-Oct-18,94.68,95.38,93.79,94.05,"2,708,294"
28-Sep-18,93.93,94.8,93.69,94.03,"2,708,448"
27-Sep-18,95.22,95.33,94.05,94.56,"2,278,249"
26-Sep-18,97.16,97.16,95.06,95.28,"3,195,737"
25-Sep-18,96.87,97.03,96.02,96.55,"3,388,519"
24-Sep-18,98.16,98.35,96.3,96.71,"1,980,016"
21-Sep-18,98.54,99.1,97.94,98.07,"4,900,615"
20-Sep-18,99.13,99.6,98.17,98.32,"2,624,582"
19-Sep-18,96.33,98.38,96.3,98.02,"5,684,200"
18-Sep-18,96.59,96.76,96.01,96.11,"3,039,456"
17-Sep-18,97.03,97.59,96.15,96.18,"1,945,891"
14-Sep-18,96.35,97.3,96.29,97.06,"2,333,224"
13-Sep-18,96.64,97.27,96.01,96.08,"2,289,480"
12-Sep-18,97.7,98.01,96.42,96.49,"1,791,800"
11-Sep-18,97.23,98.26,97.01,97.7,"1,686,301"
10-Sep-18,97.87,98.46,97.49,97.54,"1,394,475"
7-Sep-18,97.4,97.71,96.83,97.44,"1,798,196"
6-Sep-18,98.91,99.2,97.21,97.22,"1,759,434"
5-Sep-18,98.96,99.94,98.75,98.91,"2,303,641"
4-Sep-18,98.3,99.04,97.78,98.89,"1,875,394"
31-Aug-18,97.83,98.25,97.56,98.15,"1,990,197"
30-Aug-18,99,99,98.17,98.31,"1,337,615"
29-Aug-18,99.82,99.82,98.99,99.19,"1,758,384"
28-Aug-18,100.06,100.13,99.37,99.59,"1,453,732"
27-Aug-18,99.05,100.3,98.91,99.95,"1,557,003"
24-Aug-18,99.05,99.05,98.38,98.52,"1,046,450"
23-Aug-18,99.6,99.6,98.36,98.6,"1,631,445"
22-Aug-18,99.44,99.93,99.09,99.5,"1,147,307"
21-Aug-18,98.88,100.22,98.5,99.54,"2,105,852"
20-Aug-18,98.06,99.05,98.02,98.95,"1,982,626"
17-Aug-18,97.95,98.5,97.68,98.23,"1,448,549"
16-Aug-18,96.97,98.34,96.64,97.98,"2,112,038"
15-Aug-18,95.96,96.65,95.39,96.34,"2,441,472"
14-Aug-18,95.15,97.3,95.15,96.88,"1,950,801"
13-Aug-18,95.21,95.87,94.84,94.9,"1,518,116"
10-Aug-18,95.73,96.04,94.98,95.19,"1,810,873"
9-Aug-18,96.58,97.18,96.43,96.7,"1,276,778"
8-Aug-18,96.34,96.94,96.09,96.71,"1,601,065"
7-Aug-18,95.87,97.05,95.66,96.39,"2,465,260"
6-Aug-18,95.61,96.09,94.97,95.62,"1,662,340"
3-Aug-18,94.64,95.84,94.46,95.77,"1,916,929"
3-Aug-18,0.40 Dividend,,,,
2-Aug-18,93.28,94.57,93,94.47,"2,025,960"
1-Aug-18,93.23,94.41,93.23,93.9,"3,479,720"
31-Jul-18,93.05,93.29,92.19,93.04,"3,616,921"
30-Jul-18,93.22,94.55,92.39,92.5,"2,974,384"
27-Jul-18,95.42,97.16,93.06,93.19,"4,732,621"
26-Jul-18,97.77,98.18,95.03,95.17,"5,637,360"
25-Jul-18,97.69,97.76,96.3,97.58,"2,064,974"
24-Jul-18,98.64,98.92,97.2,97.61,"3,389,028"
23-Jul-18,95.97,98.32,95.95,98,"2,986,059"
20-Jul-18,97.02,97.84,95.74,95.91,"5,980,838"
19-Jul-18,94.65,95.39,93.07,94.07,"2,707,498"
18-Jul-18,94.61,95.92,94.5,95.77,"1,870,506"
17-Jul-18,94.79,95.39,94.37,94.68,"1,700,751"
16-Jul-18,93.37,94.7,93.37,94.61,"1,751,407"
13-Jul-18,93.66,93.91,92.29,93.3,"1,952,659"
12-Jul-18,94.69,95.14,93.79,93.95,"2,539,316"
11-Jul-18,93.71,94.59,93.71,94.02,"1,264,395"
10-Jul-18,95.42,95.8,94.34,94.7,"1,518,908"
9-Jul-18,93.61,95.49,92.51,95.25,"3,123,288"
6-Jul-18,91.35,92.16,90.77,91.64,"1,359,103"
5-Jul-18,92.22,92.23,91.22,91.4,"1,447,715"
3-Jul-18,92.71,92.88,91.58,91.68,"871,070"
2-Jul-18,90.97,92.58,90.68,92.51,"2,460,428"
29-Jun-18,91.98,92.47,90.61,90.65,"2,478,897"
28-Jun-18,91.07,91.57,90.28,91.19,"1,444,839"
27-Jun-18,92.32,93.1,91.06,91.07,"2,520,397"
26-Jun-18,93.39,93.39,92.01,92.47,"1,511,780"
25-Jun-18,93.31,93.68,92.31,93.2,"1,750,158"
22-Jun-18,94.82,94.89,93.64,93.72,"2,066,266"
21-Jun-18,93.93,94.65,92.82,93.97,"1,806,522"
20-Jun-18,95.78,96.04,94.32,94.4,"2,401,980"
19-Jun-18,94.77,95.22,94.38,95.03,"2,640,357"
18-Jun-18,95.06,96.18,94.59,96.11,"1,647,742"
15-Jun-18,95.85,96.31,95.09,95.94,"4,260,533"
14-Jun-18,96.35,96.91,94.59,94.97,"3,145,967"
13-Jun-18,95.16,95.89,94.58,94.7,"1,672,326"
12-Jun-18,95.29,95.36,94.28,94.96,"1,983,814"
11-Jun-18,95.77,96.2,94.89,94.95,"1,759,930"
8-Jun-18,95.3,95.75,94.34,95.65,"1,851,921"
7-Jun-18,95.58,96.49,94.89,95.44,"2,101,769"
6-Jun-18,93.4,95.21,93.35,95.15,"2,230,917"
5-Jun-18,93.59,93.84,92.11,93.07,"1,750,173"
4-Jun-18,94.08,94.4,93.73,94.14,"1,784,647"
1-Jun-18,93.65,93.98,92.85,93.48,"1,758,385"
31-May-18,91.79,92.96,91.21,92.72,"3,516,314"
30-May-18,91.11,92.16,90.81,91.94,"2,394,221"
29-May-18,92.21,92.21,89.52,90.41,"2,169,000"
25-May-18,93.87,94.03,92.99,93.52,"1,487,603"
24-May-18,93.83,94.4,92.54,94.03,"2,797,269"
23-May-18,94.86,95.16,93.55,94.37,"2,381,396"
22-May-18,95.26,95.93,95.21,95.42,"2,812,505"
21-May-18,96.01,96.54,95.12,95.23,"2,874,177"
18-May-18,95.26,95.66,94.89,95.12,"2,169,947"
17-May-18,94.64,95.88,93.87,95.42,"2,221,020"
16-May-18,93.39,95.42,93.22,94.45,"4,249,419"
15-May-18,91.74,94.42,91.74,93.36,"3,078,411"
14-May-18,91.78,92.25,91.49,91.92,"2,108,523"
11-May-18,91.06,92.28,90.83,91.37,"2,217,266"
11-May-18,0.40 Dividend,,,,
10-May-18,90.47,91.57,89.89,91.02,"3,154,946"
9-May-18,89.3,90.63,88.92,90.47,"2,495,566"
8-May-18,88.12,94.17,88.12,88.57,"6,228,937"
7-May-18,87.66,87.95,86.95,87.33,"2,371,606"
4-May-18,85.78,88.22,85.42,87.47,"2,138,155"
3-May-18,87.24,87.24,85.4,86.35,"4,507,645"
2-May-18,88.23,88.72,87.38,87.59,"3,184,168"
1-May-18,88.74,88.92,87.21,88.07,"3,944,162"
30-Apr-18,90.5,91,88.97,89,"2,627,327"
27-Apr-18,90.05,90.89,89.57,90.08,"2,252,633"
26-Apr-18,91.24,91.61,89.84,90.02,"4,205,060"
25-Apr-18,92.37,93.38,90.03,91.1,"6,256,693"
24-Apr-18,96.43,97.38,94.74,95.68,"2,660,466"
23-Apr-18,96.42,96.63,95.1,95.76,"2,390,251"
20-Apr-18,96.82,97.31,95.65,96.23,"2,121,450"
19-Apr-18,95.52,96.96,95.52,96.59,"2,431,373"
18-Apr-18,96.11,96.93,95.32,95.41,"1,873,411"
17-Apr-18,95.96,96.47,95.44,95.74,"2,569,535"
16-Apr-18,95.72,95.94,94.79,95.17,"2,299,999"
13-Apr-18,96.16,96.6,94.22,94.67,"1,999,653"
12-Apr-18,94.6,95.86,94.57,95.15,"2,345,572"
11-Apr-18,94.17,95.06,93.49,93.65,"1,668,477"
10-Apr-18,94.91,95.6,94.19,95.09,"2,073,822"
9-Apr-18,93.78,95.86,93.47,93.8,"1,689,829"
6-Apr-18,95,95.45,92.13,93.03,"3,041,873"
5-Apr-18,95.57,96.32,95.06,95.78,"1,996,250"
4-Apr-18,91.96,94.86,91.91,94.63,"2,038,681"
3-Apr-18,92.58,94.13,92.08,93.74,"2,715,265"
2-Apr-18,93.82,94.02,90.48,92.08,"2,824,216"
29-Mar-18,93.01,94.73,92.68,94.11,"2,922,298"
28-Mar-18,92.17,93.55,91.55,92.59,"2,026,349"
27-Mar-18,93.89,94.63,91.13,91.95,"2,037,419"
26-Mar-18,92.43,93.54,91.01,93.37,"2,854,158"
23-Mar-18,93.26,93.89,90.74,90.74,"3,220,823"
22-Mar-18,95.27,95.66,92.67,92.96,"2,300,370"
21-Mar-18,97.02,98.06,96.28,96.43,"1,436,993"
20-Mar-18,97.17,97.74,96.6,96.91,"1,270,892"
19-Mar-18,97.27,97.59,95.4,96.89,"1,654,643"
16-Mar-18,96.56,98.55,96.34,97.59,"2,735,677"
15-Mar-18,96.09,97.48,95.87,96.3,"1,971,874"
14-Mar-18,97.68,97.82,94.96,95.46,"1,992,812"
13-Mar-18,99.23,99.63,96.67,97.06,"2,115,578"
12-Mar-18,98.96,99.38,98.36,98.67,"1,745,252"
9-Mar-18,97.24,99.1,97.14,98.99,"1,880,184"
8-Mar-18,96.47,96.63,94.91,96.4,"2,161,833"
7-Mar-18,94.98,96.06,94.52,95.89,"2,099,606"
6-Mar-18,96.71,96.71,94.86,96.29,"1,768,625"
5-Mar-18,94.35,96.43,93.89,96.15,"2,321,744"
2-Mar-18,94.15,95.18,92.59,94.99,"1,878,647"
1-Mar-18,96.26,97.33,94.16,94.79,"2,135,884"
28-Feb-18,98.2,98.69,96.15,96.18,"1,511,331"
27-Feb-18,98.72,99.85,97.45,97.48,"1,797,136"
26-Feb-18,97.42,98.98,97.04,98.95,"2,104,708"
23-Feb-18,95.62,97.29,95.35,97.27,"1,351,945"
22-Feb-18,96.22,96.79,94.71,94.94,"1,731,218"
21-Feb-18,96.23,97.3,95.62,95.65,"2,834,083"
20-Feb-18,97.01,97.98,96.33,96.7,"2,388,524"
16-Feb-18,96.52,98.48,96.43,97.75,"2,136,014"
15-Feb-18,96.54,97.55,95.54,96.91,"2,089,188"
14-Feb-18,92.91,95.73,92.91,95.64,"2,506,013"
13-Feb-18,92.91,93.81,91.99,93.61,"2,109,197"
12-Feb-18,91.5,94.83,91.26,93.49,"2,766,530"
9-Feb-18,90.67,91.83,87.17,90.38,"5,557,752"
9-Feb-18,0.40 Dividend,,,,
8-Feb-18,96.1,96.15,89.57,89.77,"3,962,481"
7-Feb-18,95.74,97.43,95.72,95.95,"2,481,284"
6-Feb-18,92.73,96.61,91.08,96.26,"3,956,930"
5-Feb-18,98.31,99.81,93.46,94.85,"3,056,413"
2-Feb-18,102.01,102.56,99.26,99.32,"1,826,633"
1-Feb-18,101.47,102.43,100.74,102.4,"1,754,618"
31-Jan-18,101.24,102.15,101.09,101.66,"2,231,112"
30-Jan-18,101.8,102.59,101.17,101.18,"1,821,833"
29-Jan-18,102.23,103.43,102.03,102.29,"2,258,030"
26-Jan-18,102.36,102.66,101.36,102.58,"3,036,485"
25-Jan-18,103.22,103.56,101.4,101.95,"2,615,679"
24-Jan-18,101.94,104.14,101.73,102.93,"4,170,639"
23-Jan-18,102.87,103.58,101.57,103.37,"2,904,127"
22-Jan-18,102.02,103.2,101.45,103.16,"2,407,015"
19-Jan-18,100.43,102.1,99.85,102.07,"2,928,947"
18-Jan-18,102.12,102.32,100.85,101.12,"2,638,340"
17-Jan-18,102.69,103.2,100.96,102.08,"2,287,310"
16-Jan-18,103.65,104.11,101.44,102.11,"2,675,501"
12-Jan-18,102.6,104.05,102.25,103.1,"2,298,242"
11-Jan-18,101.2,102.15,100.62,102.11,"2,177,735"
10-Jan-18,99.44,101.41,99.06,100.86,"2,620,628"
9-Jan-18,98.81,99.71,98.41,99.44,"2,164,186"
8-Jan-18,99.18,99.2,98.29,98.57,"1,763,394"
5-Jan-18,99.33,99.45,98.51,99.19,"2,058,451"
4-Jan-18,98.14,99.9,97.48,99.18,"2,149,105"
3-Jan-18,97.3,97.57,96.56,97.24,"2,323,687"
2-Jan-18,97.87,97.98,96.57,97.41,"1,663,682"
29-Dec-17,98.4,98.4,97.36,97.38,"1,119,438"
28-Dec-17,97.87,98.35,97.43,98.08,"1,040,945"
27-Dec-17,97.43,97.7,97.02,97.54,"1,183,650"
26-Dec-17,98.08,98.37,97.07,97.71,"1,170,664"
22-Dec-17,97.79,99.19,97.42,98.28,"2,065,547"
21-Dec-17,96.61,97.52,96.53,97.32,"1,581,837"
20-Dec-17,97.23,97.23,96.13,96.41,"2,031,218"
19-Dec-17,97.59,97.68,96.48,96.55,"2,461,417"
18-Dec-17,95.83,97.74,95.44,97.11,"3,005,451"
15-Dec-17,93,95.16,92.75,94.18,"4,266,613"
14-Dec-17,92.9,93.35,91.77,91.98,"2,001,512"
13-Dec-17,94.12,94.27,92.6,92.62,"1,906,983"
12-Dec-17,94.08,94.53,93.77,94.08,"1,828,441"
11-Dec-17,93.88,93.96,93.12,93.85,"1,404,349"
8-Dec-17,93.39,93.67,92.1,93.67,"1,701,784"
7-Dec-17,91.45,93.14,91.25,92.97,"1,745,695"
6-Dec-17,91.55,92.11,91.05,91.79,"1,465,961"
5-Dec-17,91.69,93.5,91.65,91.83,"2,262,408"
4-Dec-17,92.35,94.11,92.08,92.79,"3,425,688"
1-Dec-17,90.14,90.72,87.7,90.67,"2,647,697"
30-Nov-17,89.64,91.35,89.39,89.96,"3,712,037"
29-Nov-17,88.58,90.27,87.74,88.96,"3,229,402"
28-Nov-17,85.29,87.86,84.78,87.76,"2,161,669"
27-Nov-17,85.4,85.45,84.65,84.95,"1,629,468"
24-Nov-17,85.86,85.86,85.31,85.45,"506,444"
22-Nov-17,86.03,86.19,85.17,85.33,"1,265,188"
21-Nov-17,86.87,87.07,85.64,86,"1,298,824"
20-Nov-17,86.04,86.5,85.74,86.32,"1,602,828"
17-Nov-17,85.01,86.28,84.97,85.89,"1,687,332"
16-Nov-17,85.97,86.6,85.02,85.22,"2,017,556"
15-Nov-17,83.29,86.01,83.29,85.69,"2,842,782"
14-Nov-17,84.52,84.68,83.52,84.1,"3,369,479"
13-Nov-17,84.7,85.25,84.11,85.03,"2,370,429"
10-Nov-17,85.26,85.59,84.86,85.22,"1,591,738"
10-Nov-17,0.40 Dividend,,,,
9-Nov-17,86.03,86.27,84.5,85.77,"2,148,010"
8-Nov-17,87.41,87.6,86.23,86.61,"2,240,863"
7-Nov-17,89.84,90.1,87.57,87.73,"1,846,614"
6-Nov-17,89.41,89.92,88.9,89.85,"1,369,932"
3-Nov-17,89.64,89.94,88.99,89.17,"2,052,020"
2-Nov-17,89.06,90.23,88.58,89.99,"1,337,077"
1-Nov-17,90.2,90.52,88.98,89.46,"1,701,786"
31-Oct-17,90.17,90.53,89.56,89.73,"2,184,743"
30-Oct-17,89.65,90.92,89.65,89.97,"1,847,616"
27-Oct-17,90.21,90.51,89.56,90.31,"2,235,471"
26-Oct-17,88.58,90.26,88.56,90.06,"3,210,078"
25-Oct-17,88.68,89.56,87.58,88.41,"5,992,539"
24-Oct-17,87.55,87.61,86.43,87.14,"2,685,213"
23-Oct-17,87.23,87.61,86.64,87.34,"2,221,150"
20-Oct-17,86.21,87.29,86.05,87.29,"3,763,139"
19-Oct-17,83.53,85.18,83.32,85.16,"2,045,149"
18-Oct-17,84.04,84.46,83.67,84.36,"1,167,613"
17-Oct-17,84.67,84.67,83.63,83.78,"1,450,451"
16-Oct-17,83.51,84.56,83.24,84.54,"2,217,325"
13-Oct-17,82.06,83.55,81.65,83.09,"1,931,736"
12-Oct-17,84.1,84.3,82.25,82.34,"2,795,748"
11-Oct-17,84.89,85.18,84.41,84.45,"1,570,398"
10-Oct-17,85.03,85.65,84.89,84.98,"1,299,177"
9-Oct-17,85.17,85.39,84.75,84.98,"1,436,117"
6-Oct-17,84.74,84.9,84.13,84.73,"1,914,810"
5-Oct-17,84.16,85.11,83.75,84.78,"1,681,748"
4-Oct-17,84.1,84.31,83.69,84.05,"2,034,193"
3-Oct-17,83.65,84.09,83.26,84.08,"2,659,962"
2-Oct-17,82.72,83.74,82.44,83.64,"3,815,430"
29-Sep-17,82.12,82.62,81.57,82.41,"1,978,072"
28-Sep-17,81.72,82.21,81.13,81.88,"1,997,756"
27-Sep-17,81.57,82.2,80.97,81.7,"2,402,327"
26-Sep-17,80.48,80.94,80.06,80.6,"1,734,985"
25-Sep-17,79.71,80.52,79.62,80.29,"1,812,262"
22-Sep-17,79.15,79.9,78.99,79.76,"1,716,661"
21-Sep-17,79.39,79.97,78.74,79.41,"2,699,771"
20-Sep-17,79.05,79.89,78.5,79.63,"3,187,513"
19-Sep-17,78.07,79.21,78.07,78.81,"2,693,708"
18-Sep-17,78.06,78.4,77.57,78.12,"3,766,229"
15-Sep-17,76.51,78,76.48,77.91,"4,445,846"
14-Sep-17,78.04,78.44,76.38,76.61,"4,228,585"
13-Sep-17,77.33,78.44,77.1,78.08,"3,485,196"
12-Sep-17,77.28,77.87,77.09,77.46,"2,270,300"
11-Sep-17,76.78,77.5,76.31,76.96,"2,388,392"
8-Sep-17,75.39,76.47,74.93,76.13,"2,946,095"
7-Sep-17,77.42,77.47,75.69,76.15,"3,655,317"
6-Sep-17,76.89,77.87,76.71,77.36,"3,434,263"
5-Sep-17,77.52,77.63,76.2,76.57,"2,581,374"
1-Sep-17,77.74,78.61,77.49,78.18,"2,438,553"
31-Aug-17,78.38,78.52,77.39,77.49,"3,606,116"
30-Aug-17,77.62,78.6,77.42,77.96,"2,096,258"
29-Aug-17,77.63,77.78,76.83,77.62,"3,162,819"
28-Aug-17,79.52,79.59,78.22,78.41,"1,356,122"
25-Aug-17,79.58,80.18,79.28,79.32,"1,204,570"
24-Aug-17,79.33,79.67,79,79.27,"908,765"
23-Aug-17,78.87,79.94,78.85,79.13,"1,150,782"
22-Aug-17,79.54,79.89,78.64,79.28,"1,878,515"
21-Aug-17,79.47,79.56,78.94,79.26,"1,409,934"
18-Aug-17,79.51,80.29,79.16,79.36,"2,415,346"
17-Aug-17,81.56,81.81,79.78,79.81,"1,758,098"
16-Aug-17,82.48,82.74,81.38,81.59,"1,192,634"
15-Aug-17,82.67,82.86,81.11,81.91,"2,313,655"
14-Aug-17,81.58,82.46,81.31,82.02,"1,782,713"
11-Aug-17,81.15,81.25,80.14,80.6,"1,989,254"
10-Aug-17,82.25,82.39,80.78,80.85,"2,037,023"
9-Aug-17,82.7,83.01,82.21,82.88,"1,338,065"
8-Aug-17,82.77,85.05,82.77,83.24,"1,993,639"
7-Aug-17,82.37,83.15,82.14,82.89,"1,388,258"
4-Aug-17,83.06,83.15,82.02,82.17,"2,624,035"
3-Aug-17,83.04,83.35,82.25,82.34,"2,504,963"
3-Aug-17,0.40 Dividend,,,,
2-Aug-17,83.18,83.34,82.72,83.04,"2,696,494"
1-Aug-17,83.94,84.03,82.98,83.33,"2,276,369"
31-Jul-17,82.76,83.95,82.51,83.5,"2,933,246"
28-Jul-17,82.21,82.49,81.2,82.33,"3,164,154"
27-Jul-17,83.25,83.28,81.77,82.16,"2,884,170"
26-Jul-17,84.47,84.51,82.96,83.04,"2,504,339"
25-Jul-17,85.26,85.46,83.96,84.38,"3,267,401"
24-Jul-17,84.8,84.83,83.95,84.41,"3,909,177"
21-Jul-17,82.71,85.49,81.92,85.2,"9,686,959"
20-Jul-17,78.68,78.98,77.55,78.49,"4,966,721"
19-Jul-17,79.4,79.44,78.26,78.85,"3,167,493"
18-Jul-17,79.18,79.32,78.45,79.03,"1,343,020"
17-Jul-17,79.85,80.02,79.34,79.61,"1,922,627"
14-Jul-17,79.29,80.28,78.65,79.93,"1,966,191"
13-Jul-17,79.69,80.2,79.47,80.02,"1,641,354"
12-Jul-17,78.47,79.82,78.13,79.64,"2,477,509"
11-Jul-17,79.53,79.6,78.29,78.52,"2,744,267"
10-Jul-17,79.82,79.91,79.41,79.5,"2,387,582"
7-Jul-17,80.09,80.11,79.37,79.93,"1,635,328"
6-Jul-17,79.76,80.36,79.39,79.56,"3,517,753"
5-Jul-17,80.8,81.2,79.5,80.13,"2,883,457"
3-Jul-17,80.82,81.85,80.63,80.96,"1,558,376"
30-Jun-17,79.47,80.59,79.05,80.05,"2,969,562"
29-Jun-17,79.21,80.42,77.97,78.94,"6,081,693"
28-Jun-17,79.57,80.92,79.5,80.4,"3,789,277"
27-Jun-17,78.33,79.68,78.25,78.85,"2,045,685"
26-Jun-17,77.4,78.32,77.14,78.08,"2,149,098"
23-Jun-17,78.24,78.27,76.9,77.05,"3,163,890"
22-Jun-17,78.22,78.32,77.58,77.89,"2,241,042"
21-Jun-17,78.77,78.77,78.18,78.36,"2,602,310"
20-Jun-17,79.09,79.21,78.57,78.69,"2,695,776"
19-Jun-17,79.19,79.4,78.76,79.19,"3,232,226"
16-Jun-17,78.93,79.11,78.41,78.78,"3,266,384"
15-Jun-17,77.13,79.01,77.02,78.82,"3,871,317"
14-Jun-17,76.99,77.7,76.02,77.6,"2,858,923"
13-Jun-17,78,78.4,77.37,78.06,"2,690,846"
12-Jun-17,77.66,78.44,77.13,77.68,"2,638,203"
9-Jun-17,77.58,77.92,76.84,77.58,"3,484,229"
8-Jun-17,76.46,77.67,76.34,76.95,"2,328,647"
7-Jun-17,76.08,77.05,75.78,76.45,"2,442,535"
6-Jun-17,75.35,75.99,74.7,75.83,"2,507,281"
5-Jun-17,75.62,76.38,75.36,75.89,"2,017,680"
2-Jun-17,75.01,75.9,74.52,75.61,"2,529,424"
1-Jun-17,75.05,75.54,74.42,75.5,"3,298,688"
31-May-17,75.95,75.95,73.68,74.53,"4,272,369"
30-May-17,76.93,77.11,75.8,75.84,"2,361,674"
26-May-17,77.03,77.62,76.62,77.31,"2,365,566"
25-May-17,77.41,78.01,76.72,77.04,"2,122,424"
24-May-17,77.85,77.85,77.27,77.43,"1,583,976"
23-May-17,77.21,78.17,76.65,77.84,"1,995,112"
22-May-17,78.22,78.41,76.81,77.15,"2,404,780"
19-May-17,77.09,78.58,76.78,77.77,"2,796,292"
18-May-17,76.02,77.65,75.9,76.8,"5,927,066"
17-May-17,76.39,77.36,75.74,76.03,"3,149,557"
16-May-17,78.78,78.89,78.05,78.18,"1,985,201"
15-May-17,77.52,79.01,77.52,78.63,"2,563,499"
12-May-17,77.35,77.86,76.24,76.93,"3,953,262"
11-May-17,78.47,78.75,77.18,77.67,"3,771,566"
11-May-17,0.40 Dividend,,,,
10-May-17,79.08,79.48,78.61,78.74,"2,831,700"
9-May-17,79.25,79.84,78.89,79.37,"2,786,057"
8-May-17,79.39,79.45,78.91,79.18,"1,760,805"
5-May-17,79.91,80.01,79.06,79.32,"2,326,561"
4-May-17,80.04,80.23,79.22,79.53,"3,176,206"
3-May-17,79.14,79.85,78.85,79.53,"2,456,588"
2-May-17,78.65,79.51,78.07,79.5,"3,046,136"
1-May-17,78.26,79.05,77.86,78.65,"3,555,282"
28-Apr-17,78.51,79.22,77.04,77.5,"6,153,764"
27-Apr-17,80.21,80.62,79.31,79.36,"3,611,598"
26-Apr-17,79.06,81.24,79.05,80.08,"7,440,303"
25-Apr-17,82.31,82.95,82.16,82.51,"3,480,160"
24-Apr-17,81.6,82,81.12,81.64,"2,897,655"
21-Apr-17,80.64,80.95,79.69,79.71,"2,524,853"
20-Apr-17,79.38,81.04,79.38,80.72,"2,945,338"
19-Apr-17,79.47,79.95,78.65,78.97,"2,157,822"
18-Apr-17,79.59,80.24,78.25,78.96,"3,119,402"
17-Apr-17,77.69,80.05,77.18,80.02,"3,759,420"
13-Apr-17,79.11,79.99,78,78.11,"3,400,095"
12-Apr-17,79.68,80.19,79.09,79.46,"2,317,110"
11-Apr-17,79.45,80.13,78.69,80.11,"2,351,190"
10-Apr-17,80.55,80.81,79.57,79.8,"2,463,343"
