Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,24.270000457763672,23.1200008392334,23.149999618530273,24.270000457763672,8662500.0,24.1003360748291
2019-01-03,24.530000686645508,23.899999618530273,24.450000762939453,24.09000015258789,6948300.0,23.921594619750977
2019-01-04,25.344999313354492,24.493000030517578,24.549999237060547,25.239999771118164,8027600.0,25.063554763793945
2019-01-07,25.59000015258789,24.920000076293945,25.15999984741211,25.3700008392334,3993800.0,25.19264793395996
2019-01-08,25.600000381469727,25.0049991607666,25.510000228881836,25.420000076293945,4347100.0,25.242298126220703
2019-01-09,26.010000228881836,25.385000228881836,25.530000686645508,25.989999771118164,5126800.0,25.808311462402344
2019-01-10,25.905000686645508,25.360000610351562,25.889999389648438,25.75,4892800.0,25.569990158081055
2019-01-11,26.149999618530273,25.479999542236328,25.56999969482422,26.020000457763672,5670800.0,25.838102340698242
2019-01-14,25.94499969482422,25.549999237060547,25.790000915527344,25.850000381469727,6465900.0,25.669292449951172
2019-01-15,25.84000015258789,25.450000762939453,25.809999465942383,25.770000457763672,4442000.0,25.58985137939453
2019-01-16,26.600000381469727,25.760000228881836,25.760000228881836,26.3799991607666,4933100.0,26.195585250854492
2019-01-17,26.5,26.040000915527344,26.219999313354492,26.350000381469727,3153800.0,26.165796279907227
2019-01-18,26.579999923706055,26.030000686645508,26.40999984741211,26.280000686645508,6534200.0,26.09628677368164
2019-01-22,26.739999771118164,26.299999237060547,26.5,26.549999237060547,12985300.0,26.364397048950195
2019-01-23,30.0,28.684999465942383,29.959999084472656,29.399999618530273,40739400.0,29.194473266601562
2019-01-24,30.43000030517578,29.399999618530273,29.729999542236328,29.809999465942383,23959400.0,29.601608276367188
2019-01-25,30.329999923706055,29.780000686645508,29.979999542236328,29.790000915527344,11871200.0,29.581748962402344
2019-01-28,30.31999969482422,29.549999237060547,29.610000610351562,29.979999542236328,11749700.0,29.77042007446289
2019-01-29,30.229999542236328,29.559999465942383,30.010000228881836,29.649999618530273,9459100.0,29.442726135253906
2019-01-30,30.219999313354492,29.764999389648438,29.979999542236328,30.06999969482422,7011300.0,29.859790802001953
2019-01-31,30.219999313354492,29.860000610351562,29.920000076293945,30.040000915527344,8351900.0,29.830001831054688
2019-02-01,30.049999237060547,29.610000610351562,29.84000015258789,29.690000534057617,6321100.0,29.690000534057617
2019-02-04,29.809999465942383,29.190000534057617,29.700000762939453,29.719999313354492,6806700.0,29.719999313354492
2019-02-05,30.09000015258789,29.610000610351562,29.75,29.989999771118164,8605900.0,29.989999771118164
2019-02-06,30.264999389648438,29.739999771118164,29.979999542236328,30.110000610351562,6816900.0,30.110000610351562
2019-02-07,30.264999389648438,29.799999237060547,30.079999923706055,30.110000610351562,7865400.0,30.110000610351562
2019-02-08,30.229999542236328,29.764999389648438,29.920000076293945,29.940000534057617,6207400.0,29.940000534057617
2019-02-11,30.389999389648438,30.0,30.0,30.3700008392334,7950900.0,30.3700008392334
2019-02-12,30.989999771118164,30.420000076293945,30.540000915527344,30.440000534057617,7257000.0,30.440000534057617
2019-02-13,30.969999313354492,30.540000915527344,30.540000915527344,30.770000457763672,3913100.0,30.770000457763672
2019-02-14,31.18000030517578,30.75,30.959999084472656,30.829999923706055,7723500.0,30.829999923706055
2019-02-15,31.84000015258789,31.110000610351562,31.110000610351562,31.75,7140400.0,31.75
