Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,17.43000030517578,17.170000076293945,17.200000762939453,17.399999618530273,966800,17.399999618530273
2019-01-03,17.479999542236328,17.31999969482422,17.43000030517578,17.389999389648438,521600,17.389999389648438
2019-01-04,18.65999984741211,18.190000534057617,18.200000762939453,18.610000610351562,523100,18.610000610351562
2019-01-07,18.489999771118164,18.25,18.3700008392334,18.459999084472656,1083000,18.459999084472656
2019-01-08,18.950000762939453,18.739999771118164,18.8799991607666,18.8799991607666,560000,18.8799991607666
2019-01-09,19.110000610351562,18.8700008392334,19.059999465942383,18.940000534057617,261300,18.940000534057617
2019-01-10,19.1299991607666,18.770000457763672,18.799999237060547,19.1200008392334,448800,19.1200008392334
2019-01-11,18.979999542236328,18.610000610351562,18.670000076293945,18.950000762939453,558000,18.950000762939453
2019-01-14,18.760000228881836,18.579999923706055,18.600000381469727,18.690000534057617,2096200,18.690000534057617
2019-01-15,18.75,18.540000915527344,18.559999465942383,18.6299991607666,392300,18.6299991607666
2019-01-16,18.6299991607666,18.5,18.56999969482422,18.530000686645508,417400,18.530000686645508
2019-01-17,18.5,18.200000762939453,18.280000686645508,18.43000030517578,528500,18.43000030517578
2019-01-18,19.049999237060547,18.610000610351562,18.799999237060547,19.040000915527344,464100,19.040000915527344
2019-01-22,18.790000915527344,18.469999313354492,18.479999542236328,18.760000228881836,1290300,18.760000228881836
2019-01-23,18.899999618530273,18.75,18.809999465942383,18.81999969482422,499300,18.81999969482422
2019-01-24,18.8700008392334,18.649999618530273,18.700000762939453,18.709999084472656,371500,18.709999084472656
2019-01-25,19.540000915527344,19.200000762939453,19.229999542236328,19.360000610351562,404100,19.360000610351562
2019-01-28,19.15999984741211,19.010000228881836,19.059999465942383,19.100000381469727,751600,19.100000381469727
2019-01-29,19.010000228881836,18.84000015258789,18.940000534057617,18.90999984741211,380800,18.90999984741211
2019-01-30,19.020000457763672,18.709999084472656,18.809999465942383,18.969999313354492,233200,18.969999313354492
2019-01-31,19.079999923706055,18.780000686645508,18.860000610351562,19.059999465942383,411500,19.059999465942383
2019-02-01,19.280000686645508,19.049999237060547,19.09000015258789,19.239999771118164,383300,19.239999771118164
2019-02-04,19.399999618530273,19.200000762939453,19.270000457763672,19.399999618530273,350600,19.399999618530273
2019-02-05,19.81999969482422,19.520000457763672,19.540000915527344,19.709999084472656,341600,19.709999084472656
2019-02-06,19.700000762939453,19.600000381469727,19.670000076293945,19.670000076293945,291900,19.670000076293945
2019-02-07,19.760000228881836,19.049999237060547,19.229999542236328,19.229999542236328,329500,19.229999542236328
2019-02-08,18.899999618530273,18.649999618530273,18.799999237060547,18.860000610351562,350300,18.860000610351562
2019-02-11,18.8700008392334,18.729999542236328,18.790000915527344,18.790000915527344,267500,18.790000915527344
2019-02-12,19.190000534057617,19.09000015258789,19.1299991607666,19.1200008392334,415300,19.1200008392334
2019-02-13,19.350000381469727,19.18000030517578,19.239999771118164,19.270000457763672,242900,19.270000457763672
2019-02-14,18.770000457763672,18.479999542236328,18.760000228881836,18.579999923706055,301300,18.579999923706055
2019-02-15,19.309999465942383,18.979999542236328,19.040000915527344,19.299999237060547,225100,19.299999237060547
