Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,132.08999633789062,129.5,130.19000244140625,131.8300018310547,2756000,131.8300018310547
2019-01-03,132.97999572753906,129.07000732421875,132.10000610351562,130.07000732421875,3184000,130.07000732421875
2019-01-04,135.0399932861328,132.0500030517578,132.6199951171875,134.6199951171875,3583600,134.6199951171875
2019-01-07,136.0,133.14999389648438,134.33999633789062,135.3699951171875,2944600,135.3699951171875
2019-01-08,136.8800048828125,134.32000732421875,136.05999755859375,135.08999633789062,2636100,135.08999633789062
2019-01-09,136.74000549316406,135.07000732421875,136.1999969482422,135.72000122070312,1992900,135.72000122070312
2019-01-10,137.94000244140625,134.6699981689453,135.22000122070312,137.75,2149700,137.75
2019-01-11,137.75,136.41000366210938,136.75,137.36000061035156,1890400,137.36000061035156
2019-01-14,138.0399932861328,135.97999572753906,136.33999633789062,137.61000061035156,3100600,137.61000061035156
2019-01-15,138.14999389648438,136.5399932861328,137.42999267578125,137.77000427246094,1841900,137.77000427246094
2019-01-16,138.6999969482422,137.25,137.52000427246094,138.02000427246094,2247300,138.02000427246094
2019-01-17,140.6300048828125,137.19000244140625,137.30999755859375,139.8800048828125,2577400,139.8800048828125
2019-01-18,142.50999450683594,140.36000061035156,141.77999877929688,141.85000610351562,5421600,141.85000610351562
2019-01-22,141.14999389648438,138.6999969482422,140.9600067138672,139.82000732421875,3196500,139.82000732421875
2019-01-23,141.2899932861328,139.22999572753906,140.82000732421875,140.74000549316406,2966300,140.74000549316406
2019-01-24,142.0,140.4600067138672,140.88999938964844,141.17999267578125,2707200,141.17999267578125
2019-01-25,142.6999969482422,141.4199981689453,142.5,141.7100067138672,3206300,141.7100067138672
2019-01-28,140.7899932861328,138.8699951171875,140.3300018310547,140.47999572753906,3478300,140.47999572753906
2019-01-29,142.2100067138672,140.5,140.85000610351562,141.74000549316406,2424500,141.74000549316406
2019-01-30,143.75,140.94000244140625,142.4600067138672,143.27999877929688,3112800,143.27999877929688
2019-01-31,144.05999755859375,142.25,142.8000030517578,143.6300048828125,3473600,143.6300048828125
2019-02-01,149.0,144.33999633789062,148.6999969482422,144.7100067138672,5536500,144.7100067138672
2019-02-04,148.00999450683594,144.44000244140625,144.47999572753906,147.92999267578125,4692800,147.92999267578125
2019-02-05,148.69000244140625,147.41000366210938,148.39999389648438,148.69000244140625,2962700,148.69000244140625
2019-02-06,149.49000549316406,148.2899932861328,148.99000549316406,148.89999389648438,3147200,148.89999389648438
2019-02-07,148.89999389648438,147.25,147.6699981689453,148.14999389648438,2961700,148.14999389648438
2019-02-08,148.63999938964844,147.19000244140625,147.97999572753906,148.61000061035156,3952100,148.61000061035156
2019-02-11,149.32000732421875,148.0500030517578,148.99000549316406,148.47999572753906,2977700,148.47999572753906
2019-02-12,150.50999450683594,148.9600067138672,149.1999969482422,150.36000061035156,2654900,150.36000061035156
2019-02-13,152.67999267578125,150.67999267578125,150.99000549316406,151.47999572753906,2759700,151.47999572753906
2019-02-14,151.63999938964844,149.9600067138672,150.92999267578125,150.52000427246094,2110700,150.52000427246094
2019-02-15,153.32000732421875,151.58999633789062,152.0,153.32000732421875,3032300,153.32000732421875
