Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,190.99000549316406,186.6999969482422,187.82000732421875,190.9499969482422,2475200.0,189.63888549804688
2019-01-03,188.27999877929688,182.88999938964844,188.27999877929688,183.75999450683594,3358200.0,182.4982452392578
2019-01-04,191.97999572753906,186.02999877929688,186.75,191.32000732421875,2995100.0,190.00634765625
2019-01-07,192.3000030517578,188.66000366210938,191.36000061035156,190.8800048828125,2162200.0,189.56936645507812
2019-01-08,194.11000061035156,189.5800018310547,193.0,191.67999267578125,2479800.0,190.36386108398438
2019-01-09,193.94000244140625,191.3800048828125,193.25,192.3000030517578,2163600.0,190.9796142578125
2019-01-10,193.80999755859375,189.39999389648438,190.8699951171875,193.60000610351562,1939300.0,192.27069091796875
2019-01-11,192.69000244140625,190.86000061035156,191.83999633789062,192.2100067138672,2359900.0,190.89024353027344
2019-01-14,192.8300018310547,189.8000030517578,190.63999938964844,192.1699981689453,1914400.0,190.8505096435547
2019-01-15,190.67999267578125,187.86000061035156,188.83999633789062,188.94000244140625,2737300.0,187.64268493652344
2019-01-16,190.44000244140625,188.4199981689453,188.50999450683594,189.47999572753906,2492100.0,188.17897033691406
2019-01-17,192.89999389648438,187.89999389648438,188.55999755859375,191.7100067138672,1978900.0,190.3936767578125
2019-01-18,196.39999389648438,192.36000061035156,194.33999633789062,195.86000061035156,2746600.0,194.51516723632812
2019-01-22,194.49000549316406,190.42999267578125,194.22000122070312,192.25999450683594,2709600.0,190.93988037109375
2019-01-23,194.0,190.27999877929688,192.6300048828125,192.2899932861328,1652900.0,190.9696807861328
2019-01-24,193.1699981689453,191.50999450683594,192.25999450683594,192.52000427246094,1582800.0,191.19810485839844
2019-01-25,197.16000366210938,194.4600067138672,194.72000122070312,195.89999389648438,2320100.0,194.5548858642578
2019-01-28,193.4499969482422,191.07000732421875,193.13999938964844,193.1999969482422,3156600.0,191.87342834472656
2019-01-29,199.88999938964844,194.1999969482422,195.00999450683594,196.9499969482422,4311100.0,195.59768676757812
2019-01-30,200.11000061035156,194.6300048828125,198.22000122070312,199.27000427246094,2168100.0,197.90176391601562
2019-01-31,200.88999938964844,197.74000549316406,198.8000030517578,200.3000030517578,3338400.0,198.9246826171875
2019-02-01,201.77000427246094,198.2899932861328,201.49000549316406,199.16000366210938,2239400.0,197.79251098632812
2019-02-04,200.25999450683594,196.25,199.00999450683594,200.2100067138672,1973600.0,198.83531188964844
2019-02-05,201.1300048828125,199.72999572753906,200.72000122070312,201.1199951171875,2036900.0,199.73904418945312
2019-02-06,203.0800018310547,200.25,201.22000122070312,202.57000732421875,1672400.0,201.17910766601562
2019-02-07,202.39999389648438,198.86000061035156,201.02000427246094,199.83999633789062,1949400.0,198.46783447265625
2019-02-08,199.85000610351562,197.89999389648438,199.22000122070312,199.82000732421875,1451800.0,198.44798278808594
2019-02-11,201.1999969482422,199.63999938964844,200.92999267578125,200.91000366210938,1513500.0,199.53050231933594
2019-02-12,206.7899932861328,202.19000244140625,202.8699951171875,206.57000732421875,2623000.0,205.15164184570312
2019-02-13,210.39999389648438,206.58999633789062,207.08999633789062,209.72000122070312,2967300.0,208.27999877929688
2019-02-14,207.1199951171875,204.0500030517578,206.58999633789062,204.92999267578125,2229700.0,204.92999267578125
2019-02-15,208.97000122070312,206.0,206.4600067138672,208.86000061035156,1986200.0,208.86000061035156
